,source_name,event_date,location_accuracy,landslide_category,landslide_trigger,landslide_size,fatality_count,country_name,country_code,longitude,latitude,continent
4088,Samaya,2015-03-15,25km,mudslide,snowfall_snowmelt,2,1.0,India,IN,74.2453,33.6846,AS
4090,paradisepost,2012-03-13,10km,landslide,rain,1,0.0,United States,US,-121.6113,39.7188,NA
4091,sanjuancapistrano.patch,2011-03-24,10km,mudslide,downpour,2,0.0,United States,US,-117.54,33.5599,NA
4092,ecoworld,2009-09-15,5km,mudslide,tropical_cyclone,3,4.0,China,CN,110.947,22.3544,AS
4094,bothnews.blogspot,2010-05-24,1km,landslide,downpour,2,0.0,Indonesia,ID,111.336,-8.1969,AS
4095,Himalayan Times,2016-10-05,10km,landslide,rain,2,0.0,Nepal,NP,84.5386,27.8987,AS
4096,kuenselonline,2011-07-21,25km,landslide,downpour,2,1.0,Bhutan,BT,90.5081,27.5003,AS
4097,UBAlert,2015-09-15,25km,landslide,downpour,2,1.0,China,CN,101.2607,26.6455,AS
4098,mysinchew,2010-04-25,unknown,landslide,downpour,2,3.0,Vietnam,VN,104.9389,22.7662,AS
4099,WHCS,2015-03-04,5km,mudslide,rain,2,0.0,United States,US,-81.9237,37.657,NA
4101,Shanghai Daily,2014-06-25,1km,mudslide,continuous_rain,1,0.0,China,CN,103.1831,31.0304,AS
4103,dailystar,2012-02-01,25km,complex,downpour,2,0.0,Lebanon,LB,35.665,34.2447,AS
4104,hamaraphotos.com,2009-08-16,5km,landslide,downpour,2,5.0,India,IN,88.28044714,26.8867642,AS
4107,NDTV,2015-10-25,5km,landslide,downpour,2,0.0,India,IN,75.1982,33.3041,AS
4114,www.nwemail.co.uk,2013-12-22,1km,landslide,rain,1,0.0,United Kingdom,GB,-3.5679,54.6086,EU
4115,Times of Malta,2015-05-12,5km,landslide,earthquake,2,0.0,Nepal,NP,85.7262,28.0257,AS
4116,Big Horn Radio Network,2016-04-26,25km,rock_fall,rain,1,0.0,United States,US,-108.1822,43.5091,NA
4118,The Himalayan Times,2016-07-16,1km,landslide,continuous_rain,2,0.0,Nepal,NP,82.2837,29.5687,AS
4119,dna,2015-06-22,exact,rock_fall,monsoon,1,0.0,India,IN,73.3678,18.7686,AS
4121,midweekherald,2011-06-29,5km,landslide,rain,1,0.0,United Kingdom,GB,-2.9010000000000002,50.7389,EU
4122,International Business Times,2015-08-19,25km,landslide,rain,2,0.0,India,IN,92.3825,25.2568,AS
4123,Odisha Sun-Times,2014-10-12,5km,landslide,tropical_cyclone,3,0.0,India,IN,84.1917,19.2046,AS
4124,The Northlines,2015-06-25,250km,landslide,downpour,2,0.0,India,IN,76.0539,34.6056,AS
4125,laht,2010-11-25,unknown,mudslide,downpour,2,1.0,Venezuela,VE,-66.5867,10.2452,SA
4126,shanghaidaily,2009-08-16,5km,landslide,rain,2,3.0,China,CN,119.9169,28.4517,AS
4127,stuff,2011-04-26,1km,landslide,downpour,1,0.0,New Zealand,NZ,177.0065,-39.6412,OC
4128,abc4,2011-05-30,exact,landslide,rain,1,0.0,United States,US,-111.8305,41.2554,NA
4130,Salt Lake Tribune,2009-06-11,5km,landslide,flooding,1,3.0,United States,US,-111.8132,41.7385,NA
4131,bbc,2011-11-18,exact,mudslide,downpour,2,0.0,United States,US,-118.3125,33.7152,NA
4132,The Times of India,2015-08-16,50km,landslide,continuous_rain,2,0.0,India,IN,96.9262,27.8835,AS
4133,www.myrepublica.com,2013-06-18,50km,landslide,rain,2,0.0,Nepal,NP,81.6865,29.1145,AS
4134,www.ktvb.com,2013-09-12,1km,mudslide,downpour,2,0.0,United States,US,-115.3855,43.4234,NA
4135,kitv,2010-12-19,1km,rock_fall,downpour,1,0.0,United States,US,-157.946,21.3849,NA
4136,GMA News,2009-08-08,10km,landslide,tropical_cyclone,3,15.0,Philippines,PH,120.589519,16.40331346,AS
4137,The Denver Post,2015-07-07,5km,landslide,continuous_rain,2,0.0,United States,US,-107.7791,37.8514,NA
4138,foxnews,2009-12-12,5km,complex,rain,1,0.0,United States,US,-118.0282,34.2716,NA
4140,www.usatoday.com,2013-07-09,unknown,landslide,downpour,2,12.0,China,CN,113.1122,37.3869,AS
4141,Hindustantimes,2015-07-18,5km,landslide,monsoon,2,0.0,India,IN,76.3226,32.2239,AS
4142,ajw.asahi.com,2013-09-16,25km,landslide,downpour,2,1.0,Japan,JP,135.9674,35.6126,AS
4143,thenews,2011-02-06,25km,landslide,downpour,2,0.0,Pakistan,PK,73.3334,34.0347,AS
4144,alertnet,2009-10-03,50km,landslide,tropical_cyclone,2,12.0,Philippines,PH,120.8512,16.5364,AS
4145,Solo News,2016-03-11,5km,mudslide,rain,2,0.0,United States,US,-123.8033,39.4416,NA
4146,Business Standard,2016-05-01,1km,landslide,downpour,2,0.0,India,IN,96.5316,28.0822,AS
4147,alittlebitofstone.com,2013-08-02,1km,landslide,downpour,1,0.0,United Kingdom,GB,-2.1718,52.9192,EU
4148,asianetindia,2009-11-08,5km,landslide,downpour,2,1.0,India,IN,77.1711,10.3018,AS
4149,Deccan Chronicle,2014-07-09,unknown,mudslide,rain,2,31.0,China,CN,98.8704,26.8844,AS
4150,The Daily Star,2015-07-26,1km,landslide,continuous_rain,1,0.0,Bangladesh,BD,91.8022,22.4254,AS
4151,The Borneo Post,2011-02-27,1km,landslide,downpour,2,0.0,Malaysia,MY,110.2716,1.2951,AS
4152,kitsapsun,2010-12-12,25km,mudslide,downpour,2,0.0,United States,US,-122.9922,47.4348,NA
4154,Pamir Times,2015-10-26,unknown,rock_fall,earthquake,2,4.0,Pakistan,PK,73.2242,35.2882,AS
4155,Jakarta Globe,2014-12-28,10km,landslide,downpour,2,2.0,Indonesia,ID,107.4706,-6.8345,AS
4157,ABC News 13,2015-11-09,exact,landslide,rain,2,0.0,United States,US,-82.8078,35.7006,NA
4158,KGW.com News Channel 8 Portland,2014-03-05,1km,landslide,downpour,2,0.0,United States,US,-122.7686,45.5829,NA
4159,Assam Tribune,2014-09-22,5km,landslide,rain,1,0.0,India,IN,91.7056,26.1295,AS
4160,edition.cnn,2010-08-24,1km,mudslide,tropical_cyclone,2,2.0,Mexico,MX,-96.0289,17.2568,NA
4163,news.sl,2010-08-18,1km,complex,downpour,2,2.0,Sierra Leone,SL,-13.2025,8.4758,AF
4165,Philippine Star,2011-06-19,50km,landslide,downpour,2,2.0,Indonesia,ID,106.30092379999999,-6.669735615,AS
4166,GMA News Online,2016-03-10,5km,landslide,construction,1,3.0,Philippines,PH,121.1601,14.6115,AS
4168,9.gmanews,2011-03-19,25km,landslide,downpour,2,0.0,Philippines,PH,126.1466,9.2171,AS
4169,thejakartaglobe,2012-02-21,5km,landslide,downpour,2,1.0,Indonesia,ID,111.1281,-7.5958,AS
4171,Tempo,2016-10-09,5km,landslide,downpour,2,0.0,Indonesia,ID,108.5865,-7.3627,AS
4172,ktiv,2011-05-25,1km,mudslide,downpour,1,0.0,United States,US,-96.3726,42.5337,NA
4174,thehimalayanbeacon.com,2010-08-20,10km,complex,downpour,2,0.0,India,IN,88.3652,27.166999999999998,AS
4175,Xinhua News,2015-08-12,5km,landslide,downpour,2,64.0,China,CN,110.2098,33.4482,AS
4177,seattletimes.nwsource,2011-03-13,25km,mudslide,downpour,2,0.0,United States,US,-122.3149,47.8268,NA
4180,La Prensa,2015-11-21,25km,landslide,rain,2,1.0,Honduras,HN,-88.8098,14.6893,NA
4181,Business Standard,2014-06-20,10km,landslide,continuous_rain,1,4.0,Nepal,NP,82.821,28.0084,AS
4182,Myanmar Times,2016-05-23,5km,landslide,downpour,2,14.0,Myanmar [Burma],MM,96.2961,25.6127,AS
4183,maps.google.com,2010-04-06,1km,landslide,downpour,2,0.0,Brazil,BR,-43.1993,-22.9247,SA
4185,Mexicano,2014-10-12,5km,landslide,rain,2,0.0,El Salvador,SV,-89.32,13.6905,NA
4186,columbian,2010-12-11,unknown,rock_fall,downpour,1,0.0,United States,US,-121.3359,45.6334,NA
4187,ugpulse,2010-10-27,25km,landslide,downpour,2,0.0,Uganda,UG,30.4192,-0.3203,AF
4188,www.gazzettadelsud.it,2013-12-26,25km,landslide,downpour,2,0.0,Italy,IT,9.2386,45.97,EU
4189,english.samaylive.com,2013-06-16,50km,landslide,downpour,2,4.0,India,IN,78.4384,31.5986,AS
4190,Thai News Agency,2007-08-20,25km,complex,rain,2,1.0,Thailand,TH,98.3834,8.8427,AS
4191,laht,2011-07-03,50km,landslide,rain,2,0.0,Venezuela,VE,-70.7016,8.6815,SA
4192,www.brecorder.com,2013-07-13,25km,landslide,tropical_cyclone,2,0.0,Taiwan,TW,120.964,23.9655,AS
4193,Jakarta Post,2016-10-14,25km,landslide,continuous_rain,2,0.0,Indonesia,ID,109.7489,-7.3519,AS
4194,Odisha Sun Times,2015-09-16,1km,landslide,downpour,2,0.0,India,IN,82.7935,18.7828,AS
4195,english.cri.cn,2013-07-25,25km,rock_fall,rain,2,5.0,Colombia,CO,-75.6447,2.6752,SA
4196,tmcnet,2010-09-10,25km,landslide,downpour,2,5.0,Guatemala,GT,-91.0892,15.2892,NA
4197,The Hindu,2015-12-24,5km,landslide,construction,1,1.0,India,IN,77.2791,28.5746,AS
4198,Shanghai Daily,2014-11-24,50km,landslide,continuous_rain,1,2.0,China,CN,108.9952,32.7044,AS
4199,Hurriyet Daily News,2009-11-21,1km,landslide,rain,2,2.0,Turkey,TR,39.5272,40.5459,AS
4200,newvision,2011-09-11,5km,landslide,downpour,3,1.0,Uganda,UG,34.3991,1.3484,AF
4201,eKantipur,2015-08-17,5km,landslide,rain,2,0.0,Nepal,NP,83.87100000000001,28.2924,AS
4202,kashmirobserver,2011-04-17,10km,landslide,downpour,2,0.0,India,IN,74.2718,34.1802,AS
4203,smh,2011-07-22,25km,landslide,downpour,2,0.0,Australia,AU,151.2099,-33.859,OC
4204,Philippine Daily Inquirer,2011-10-13,1km,landslide,downpour,2,0.0,Philippines,PH,123.8866,10.3318,AS
4205,Phuket Wan Tourism News,2015-08-09,exact,landslide,monsoon,1,0.0,Thailand,TH,98.3819,7.825,AS
4206,Herts and Essex Observer,2014-02-07,5km,landslide,flooding,2,0.0,United Kingdom,GB,0.0431,51.9007,EU
4207,gsi.gov,2010-08-09,50km,landslide,downpour,2,0.0,India,IN,78.3684,30.5151,AS
4209,sify.com,2010-08-26,50km,landslide,downpour,2,0.0,India,IN,78.0641,30.365,AS
4210,latino.foxnews,2011-04-03,1km,mudslide,downpour,2,9.0,Peru,PE,-71.9911,-13.5138,SA
4214,Reuters - AlertNet.org,2007-10-13,5km,mudslide,continuous_rain,3,24.0,Colombia,CO,-76.7719,2.9437,SA
4215,maps.google.com,2010-04-06,1km,landslide,downpour,2,0.0,Brazil,BR,-43.1014,-22.8733,SA
4216,Sciency Thoughts,2014-01-18,50km,landslide,downpour,2,1.0,Indonesia,ID,107.4983,-6.7564,AS
4218,fullhyderabad,2010-10-11,1km,landslide,downpour,2,0.0,India,IN,80.6058,16.5141,AS
4219,www.shanghaidaily.com,2013-07-22,25km,mudslide,downpour,2,3.0,China,CN,110.0849,36.5494,AS
4221,e-pao,2010-08-21,10km,landslide,downpour,2,0.0,India,IN,94.1211,25.5718,AS
4222,thehimalayantimes,2011-07-02,5km,landslide,downpour,2,1.0,Nepal,NP,83.961,28.0537,AS
4224,Kelowna Now,2015-11-17,1km,rock_fall,freeze_thaw,2,0.0,Canada,CA,-120.0742,49.3471,NA
4225,technews.tmcnet,2010-09-28,5km,mudslide,tropical_cyclone,2,11.0,Mexico,MX,-96.0625,17.0977,NA
4227,ticotimes,2010-09-29,5km,mudslide,downpour,2,0.0,Costa Rica,CR,-84.4793,10.0757,NA
4230,jamaica-gleaner,2010-04-18,10km,landslide,downpour,2,0.0,Jamaica,JM,-76.6735,18.2106,NA
4231,laist.com,2009-11-12,5km,mudslide,rain,1,0.0,United States,US,-118.1964,34.2236,NA
4232,aspendailynews,2010-08-19,1km,mudslide,downpour,2,0.0,United States,US,-107.2271,39.1994,NA
4234,www.wtrf.com,2013-07-25,5km,mudslide,rain,2,0.0,United States,US,-80.7651,39.8033,NA
4235,virginislandsdailynews.com,2010-10-06,5km,landslide,tropical_cyclone,2,0.0,U.S. Virgin Islands,VI,-64.80199999999999,17.7718,NA
4236,english.cri,2011-05-16,25km,landslide,downpour,2,0.0,Colombia,CO,-76.5908,3.4677,SA
4238,Bakersfield,2016-05-06,1km,mudslide,rain,1,0.0,United States,US,-118.8813,34.8662,NA
4239,dominicacentral,2010-04-12,5km,landslide,downpour,1,0.0,Dominica,DM,-61.2642,15.2892,NA
4240,zeenews.india.com,2013-06-17,50km,landslide,downpour,2,5.0,India,IN,78.0193,31.6223,AS
4241,thehimalayantimes,2009-08-20,10km,landslide,rain,2,0.0,Nepal,NP,86.9985,27.6072,AS
4246,guardian,2010-03-30,1km,landslide,downpour,1,0.0,United States,US,-69.625,44.5407,NA
4248,laht,2011-04-23,10km,mudslide,downpour,2,7.0,Brazil,BR,-50.7578,-29.5706,SA
4249,gmanews,2009-09-09,5km,landslide,downpour,2,2.0,Philippines,PH,121.1481,14.194,AS
4250,abc,2011-05-04,5km,mudslide,downpour,2,2.0,Philippines,PH,125.4383,6.8870000000000005,AS
4251,video.foxnews.com,2013-07-13,10km,mudslide,rain,1,0.0,China,CN,109.4875,36.5851,AS
4253,Mountain Mail,2014-08-10,1km,mudslide,downpour,1,0.0,United States,US,-105.9679,38.5095,NA
4255,Seattle Times,2010-12-09,5km,mudslide,downpour,1,0.0,United States,US,-122.3534,47.8287,NA
4256,St George News,2015-08-09,50km,debris_flow,downpour,2,0.0,United States,US,-111.88600000000001,36.7014,NA
4257,New Straits Times,2014-10-17,25km,landslide,downpour,1,0.0,Malaysia,MY,101.9421,2.7229,AS
4259,edmontonsun,2008-08-15,50km,landslide,downpour,2,4.0,Laos,LA,102.516,18.09,AS
4260,dailyexpress,2011-02-07,5km,landslide,downpour,2,0.0,Malaysia,MY,116.6037,5.9657,AS
4261,Indian Express,2016-07-14,5km,landslide,monsoon,1,1.0,India,IN,91.8074,26.1963,AS
4262,Express and Echo,2014-03-20,5km,landslide,construction,2,0.0,United Kingdom,GB,-3.3428,50.6226,EU
4263,Bangkok Post,2011-03-29,5km,mudslide,dam_embankment_collapse,3,12.0,Thailand,TH,98.9153,8.2922,AS
4265,gazettetimes,2011-02-21,5km,landslide,rain,2,0.0,United States,US,-123.7083,44.3543,NA
4266,Kashmir Reader,2015-03-05,25km,landslide,continuous_rain,2,0.0,India,IN,74.321,34.2092,AS
4268,oregonlive,2012-01-19,5km,mudslide,downpour,1,0.0,United States,US,-122.5715,45.3828,NA
4269,himalnews.wordpress,2010-07-21,unknown,landslide,downpour,2,0.0,India,IN,88.6475,27.5509,AS
4270,9and10news,2010-05-26,5km,mudslide,tropical_cyclone,2,4.0,Guatemala,GT,-91.4944,14.8123,NA
4271,Syracuse,2014-03-29,exact,mudslide,rain,1,0.0,United States,US,-76.0673,42.9429,NA
4272,Telegraph India,2010-09-19,10km,landslide,downpour,2,0.0,India,IN,78.4265,30.1035,AS
4273,SunStar Baguio,2011-07-28,5km,mudslide,tropical_cyclone,2,1.0,Philippines,PH,120.6601881,16.32713063,AS
4274,themapleleafer,2010-12-13,exact,landslide,downpour,2,0.0,United States,US,-122.2818,47.7278,NA
4275,seattletimes.nwsource,2010-01-19,5km,mudslide,downpour,2,0.0,United States,US,-122.321,47.7632,NA
4276,The Weather Channel,2016-08-06,5km,mudslide,tropical_cyclone,3,25.0,Mexico,MX,-98.0492,20.17,NA
4277,The Daily Star,2015-06-01,25km,landslide,mining,2,2.0,Bangladesh,BD,91.9538,22.0104,AS
4279,The Myanmar Times,2011-06-18,unknown,landslide,downpour,3,2.0,Myanmar [Burma],MM,99.0,21.0,AS
4281,laht,2010-11-26,1km,mudslide,downpour,2,3.0,Venezuela,VE,-66.906,10.4913,SA
4283,Global Times,2015-03-07,5km,landslide,downpour,2,3.0,Brazil,BR,-46.923,-23.4499,SA
4285,redwoodtimes,2012-03-20,5km,landslide,rain,2,0.0,United States,US,-123.7984,40.1129,NA
4286,newsday.tt,2010-11-27,5km,landslide,downpour,2,0.0,Trinidad and Tobago,TT,-61.5731,10.6895,NA
4287,nation,2008-09-28,50km,landslide,tropical_cyclone,2,2.0,Taiwan,TW,121.67,24.8,AS
4288,AntaraNews.com,2014-01-26,5km,landslide,downpour,2,0.0,Indonesia,ID,110.4456,-7.5411,AS
4289,www.mynews3.com,2013-08-18,1km,debris_flow,downpour,2,0.0,United States,US,-115.6442,36.2566,NA
4291,WTOV 9,2016-05-11,exact,mudslide,downpour,2,0.0,United States,US,-80.7009,40.1031,NA
4293,blog.pe.com,2013-07-20,1km,mudslide,rain,1,0.0,United States,US,-117.6656,33.6859,NA
4295,newsday.tt,2010-10-31,5km,landslide,tropical_cyclone,2,0.0,Trinidad and Tobago,TT,-60.5417,11.3143,NA
4297,11 Alive,2014-06-05,10km,mudslide,downpour,1,0.0,United States,US,-84.3896,34.224000000000004,NA
4298,dominicacentral,2010-04-12,5km,landslide,downpour,1,0.0,Dominica,DM,-61.2697,15.2556,NA
4301,ABS CBN News.com,2014-01-13,5km,landslide,tropical_cyclone,3,0.0,Philippines,PH,125.6036,10.0692,AS
4302,Thousand Oaks Acorn,2014-12-11,5km,mudslide,downpour,2,0.0,United States,US,-118.993,34.1716,NA
4304,tradingmarkets,2008-05-06,50km,complex,rain,2,6.0,Afghanistan,AF,69.7078,37.2199,AS
4306,Sangai Express,2015-08-01,25km,landslide,continuous_rain,3,21.0,Myanmar [Burma],MM,94.0396,24.1077,AS
4307,morungexpress,2010-10-08,5km,complex,downpour,2,0.0,India,IN,94.4703,25.6633,AS
4308,notimerica,2014-04-30,5km,landslide,downpour,1,3.0,Ecuador,EC,-78.9638,-4.0602,SA
4309,reviewonline,2011-03-16,1km,mudslide,downpour,2,0.0,United States,US,-80.672,40.5812,NA
4310,Viet Nam News,2015-08-15,5km,riverbank_collapse,downpour,2,0.0,Vietnam,VN,105.7586,21.0324,AS
4312,Turkish Weekly,2015-11-06,unknown,landslide,mining,2,5.0,China,CN,101.1839,38.5952,AS
4313,abs-cbnnews,2009-11-24,5km,landslide,tropical_cyclone,2,3.0,Philippines,PH,124.7556,8.6542,AS
4314,Deccan Chronicle,2014-10-12,50km,debris_flow,tropical_cyclone,2,5.0,India,IN,82.9565,18.3297,AS
4315,SPY Ghana,2014-10-14,25km,landslide,rain,2,1.0,Italy,IT,13.8002,45.6621,EU
4318,www.thejakartapost.com,2013-01-26,50km,landslide,rain,2,4.0,Indonesia,ID,102.4382,-1.4771,AS
4321,www.philstar.com,2013-12-24,25km,landslide,downpour,2,1.0,Philippines,PH,125.5672,10.0747,AS
4322,colombiareports.com,2011-11-29,5km,landslide,downpour,2,3.0,Colombia,CO,-74.138,4.678,SA
4323,DNA India,2016-05-23,1km,rock_fall,rain,1,10.0,India,IN,77.8644,30.7007,AS
4327,Q13,2015-01-06,10km,mudslide,downpour,2,0.0,United States,US,-123.8439,46.9795,NA
4329,Sciency Thoughts,2014-06-10,1km,landslide,downpour,1,3.0,Thailand,TH,98.4129,7.8822,AS
4330,Channel News Asia,2015-08-28,10km,landslide,downpour,2,5.0,Nepal,NP,85.3418,27.8426,AS
4331,Lake County News,2014-12-11,1km,mudslide,downpour,1,0.0,United States,US,-122.5716,39.0182,NA
4332,Star Online,2014-11-24,1km,landslide,downpour,1,0.0,Malaysia,MY,101.6641,3.1073,AS
4337,herald-dispatch,2011-07-03,25km,landslide,downpour,3,0.0,United States,US,-84.7316,38.9941,NA
4343,www.wsls.com,2013-05-06,5km,mudslide,rain,2,1.0,United States,US,-82.3219,35.6194,NA
4345,cnn,2010-12-04,unknown,landslide,downpour,2,0.0,Albania,AL,19.6946,42.1474,EU
4349,telegram,2010-03-15,1km,mudslide,rain,1,0.0,United States,US,-71.6974,42.4135,NA
4350,getsomenews.com,2010-01-20,25km,landslide,downpour,2,3.0,Peru,PE,-74.2155,-13.1409,SA
4351,reliefweb.int,2012-04-08,1km,landslide,downpour,2,0.0,Indonesia,ID,109.3203,-7.2732,AS
4352,reliefweb,2009-04-06,5km,mudslide,downpour,2,5.0,Madagascar,MG,47.3167,-18.5333,AF
4356,The Denver Channel,2016-07-20,5km,mudslide,downpour,2,0.0,United States,US,-108.0364,38.0008,NA
4357,Seattle Times,2015-12-08,1km,mudslide,downpour,2,0.0,United States,US,-121.0968,47.7471,NA
4358,The Jakarta Post,2014-01-27,25km,landslide,downpour,3,7.0,Indonesia,ID,112.2273,-7.5458,AS
4361,news.outlookindia,2010-09-15,50km,landslide,downpour,2,0.0,India,IN,77.895,31.4135,AS
4362,KOIN,2015-08-03,10km,debris_flow,rain,2,0.0,Macedonia,MK,20.9482,42.0124,EU
4363,greaterkashmir,2011-02-16,5km,landslide,downpour,2,0.0,India,IN,75.1774,33.3308,AS
4365,newsinfo.inquirer.net,2013-12-11,50km,landslide,downpour,2,4.0,Philippines,PH,121.9912,16.0309,AS
4368,nzherald,2011-06-18,5km,landslide,downpour,2,1.0,New Zealand,NZ,177.0457,-37.9673,OC
4370,Daily Times,2016-04-03,50km,landslide,continuous_rain,3,71.0,Pakistan,PK,73.8056,35.5063,AS
4372,The Register Guard,2015-12-24,exact,landslide,rain,2,0.0,United States,US,-123.8241,42.9646,NA
4373,google,2012-11-30,10km,landslide,rain,2,15.0,Pakistan,PK,73.9339,33.908,AS
4374,news.au,2009-05-22,unknown,mudslide,downpour,2,5.0,Afghanistan,AF,71.0,38.0,AS
4376,stormcarib.com,2010-10-30,25km,landslide,tropical_cyclone,2,0.0,Saint Vincent and the Grenadines,VC,-61.1805,13.2548,NA
4377,by Melissa Joy,2010-05-29,5km,mudslide,tropical_cyclone,2,1.0,Guatemala,GT,-91.2697,14.6685,NA
4378,Xinhua News,2016-08-06,unknown,landslide,mining,2,5.0,China,CN,118.0646,39.7814,AS
4379,stuff,2011-04-26,1km,landslide,downpour,2,0.0,New Zealand,NZ,176.9248,-39.9455,OC
4380,overland-traveller,2010-09-07,5km,landslide,rain,2,0.0,Pakistan,PK,74.3001,36.1736,AS
4381,Glendale News-Press,2014-02-28,5km,mudslide,continuous_rain,2,0.0,United States,US,-118.2235,34.1559,NA
4383,google,2009-11-08,10km,mudslide,tropical_cyclone,2,4.0,El Salvador,SV,-89.2521,13.7156,NA
4384,Setopati,2015-08-10,5km,landslide,continuous_rain,2,5.0,Nepal,NP,81.0083,29.346,AS
4385,english.peopledaily,2011-09-26,5km,landslide,downpour,2,2.0,Honduras,HN,-87.2172,14.0865,NA
4386,Himalayan Times,2016-10-02,10km,landslide,rain,2,0.0,Nepal,NP,85.1717,27.5778,AS
4389,int,2008-06-20,5km,mudslide,rain,2,2.0,South Africa,ZA,30.6551,-30.4489,AF
4390,Geo Television Network,2010-02-09,25km,landslide,continuous_rain,2,1.0,Pakistan,PK,73.4942,34.0952,AS
4391,seattlepi,2011-03-12,1km,landslide,downpour,1,0.0,United States,US,-122.499,48.095,NA
4392,www.antaranews.com,2013-12-20,10km,landslide,continuous_rain,2,4.0,Indonesia,ID,109.6747,-7.5856,AS
4393,KATU,2016-10-15,1km,mudslide,rain,1,0.0,United States,US,-122.6587,45.4701,NA
4396,Outlook News,2014-08-17,50km,landslide,downpour,2,0.0,India,IN,74.2493,34.5382,AS
4400,www.myrepublica.com,2013-06-18,unknown,landslide,rain,3,0.0,Nepal,NP,82.2801,28.4513,AS
4401,youtube,2010-10-31,25km,landslide,tropical_cyclone,2,0.0,Saint Lucia,LC,-60.9402,13.921,NA
4402,colombianews,2010-05-27,1km,landslide,downpour,2,0.0,Colombia,CO,-74.1359,4.5326,SA
4403,chattanoogan,2009-12-04,1km,landslide,downpour,2,0.0,New Zealand,NZ,174.6807,-36.5119,OC
4404,abs-cbnnews,2010-12-28,5km,landslide,downpour,2,0.0,Philippines,PH,123.8347,13.0785,AS
4406,www.newsworms.com,2013-07-12,5km,mudslide,downpour,2,6.0,India,IN,79.4633,29.3802,AS
4407,Fox News,2012-06-24,unknown,landslide,downpour,3,41.0,Bangladesh,BD,92.01072983,21.38070054,AS
4408,The Denver Channel,2016-07-20,5km,mudslide,downpour,2,0.0,United States,US,-108.0462,38.009,NA
4409,Union Democrat,2016-10-16,25km,mudslide,downpour,2,0.0,United States,US,-120.3454,38.0455,NA
4411,businessweek,2010-07-13,10km,landslide,downpour,2,6.0,China,CN,105.4411,28.1681,AS
4412,maps.google.com,2010-04-06,5km,landslide,downpour,2,0.0,Brazil,BR,-43.0503,-22.9112,SA
4413,Antenne Reunion Television,2015-01-14,1km,landslide,downpour,2,3.0,Madagascar,MG,47.5505,-18.9191,AF
4414,earthtimes,2010-02-02,5km,landslide,downpour,2,0.0,Spain,ES,-16.2498,28.4754,EU
4417,wowktv.com,2010-06-13,exact,mudslide,downpour,2,0.0,United States,US,-81.8917,37.755,NA
4418,Camas-Washougal Post-Record,2015-12-07,exact,landslide,downpour,1,0.0,United States,US,-122.4161,45.6062,NA
4419,The Moscow Times,2014-07-20,25km,mudslide,rain,1,0.0,Russia,RU,40.298,43.6698,EU
4420,9news,2010-07-31,5km,mudslide,rain,2,0.0,United States,US,-107.2341,39.1883,NA
4421,WCPO,2015-03-10,1km,mudslide,rain,1,0.0,United States,US,-84.4888,39.1139,NA
4422,laht,2010-07-30,50km,mudslide,downpour,2,0.0,Colombia,CO,-73.7733,11.0029,SA
4424,Tiempo,2015-10-03,50km,landslide,tropical_cyclone,2,0.0,Mexico,MX,-98.9483,17.5586,NA
4425,BBC News Dorset,2014-02-21,5km,landslide,continuous_rain,3,0.0,United Kingdom,GB,-1.8577,50.7187,EU
4426,Sun Star Cagayan de Oro,2014-01-17,1km,landslide,tropical_cyclone,2,0.0,Philippines,PH,124.7997,8.5367,AS
4427,google,2010-06-24,5km,landslide,downpour,2,9.0,Ivory Coast,CI,-3.9903,5.3628,AF
4428,Prensa,2014-05-20,25km,landslide,rain,2,0.0,Honduras,HN,-87.3245,15.0666,NA
4429,www.ecns.cn,2013-06-22,1km,landslide,downpour,2,4.0,China,CN,106.1624,23.5102,AS
4431,Tristate Homepage,2015-03-04,25km,mudslide,rain,2,0.0,United States,US,-87.1772,37.2573,NA
4434,ECNS,2014-05-11,25km,mudslide,rain,1,0.0,China,CN,113.8701,22.7596,AS
